gene_id	gene_name	gene_type	logFC	AveExpr	t	P.Value	adj.P.Val	B	AvgExpr_allPD	AvgExpr_allControls
ENSG00000206344.7	HCG27	lincRNA	0,187894204497672	8,03556844311172	8,72718228626863	6,44E-18	1,22E-13	29,9489915196444	8,10522511334286	7,96710739369838
ENSG00000253981.5	ALG1L13P	transcribed_unprocessed_pseudogene	0,245443766653226	4,93577245404077	8,61902376508456	1,60E-17	1,38E-13	29,0729029605656	5,05007707203636	4,83204570599816
ENSG00000093134.14	VNN3	protein_coding	0,267615385945489	7,06266458396452	8,55684244661784	2,68E-17	1,38E-13	28,5703992349541	7,18363940936669	6,9441912424602
ENSG00000238160.1	AC116366.2	antisense	0,216437198336926	6,10817203386973	8,54701385869836	2,91E-17	1,38E-13	28,4935981768694	6,18236488059471	6,03537230906987
ENSG00000051620.10	HEBP2	protein_coding	0,12958612853068	7,38293878528764	8,49217429452901	4,57E-17	1,74E-13	28,0509802149965	7,43734564256253	7,33038854214703
ENSG00000188690.13	UROS	protein_coding	-0,0774244490810849	4,87440423251734	-8,46865345518095	5,55E-17	1,76E-13	27,8637505353583	4,84482475517618	4,91442990362371
ENSG00000246263.2	UBR5-AS1	antisense	0,17995026965629	5,2089510995266	8,41350608123179	8,71E-17	2,36E-13	27,4257689305219	5,28418926100738	5,14231855405969
ENSG00000166130.14	IKBIP	protein_coding	0,193750750826538	5,72130308793125	8,37800619596668	1,16E-16	2,60E-13	27,1453659623998	5,80295181312952	5,64574815687181
ENSG00000139112.10	GABARAPL1	protein_coding	0,157181178597651	7,04771697131888	8,37112935289109	1,23E-16	2,60E-13	27,0905525475157	7,11554569759251	6,98220789580002
ENSG00000213347.10	MXD3	protein_coding	0,199585188440094	5,56524764174899	8,34011601976728	1,58E-16	3,01E-13	26,846845956837	5,65144798778204	5,48586371320436
ENSG00000138411.12	HECW2	protein_coding	0,258213471501828	4,44538899203067	8,32544316862811	1,78E-16	3,08E-13	26,7277092893496	4,58097373781211	4,32469406845861
ENSG00000285693.1	AP002381.2	lincRNA	0,158839627115555	6,07506257560007	8,28897818403854	2,39E-16	3,79E-13	26,4455311956725	6,13345011467758	6,02123231270161
ENSG00000228242.6	AC093495.1	antisense	0,204161376326576	5,14263846820059	8,23142065483979	3,80E-16	5,55E-13	25,9960838304292	5,23376335263042	5,06056449792345
ENSG00000188895.11	MSL1	protein_coding	0,153006006121806	8,53404175871955	8,21816982405657	4,22E-16	5,73E-13	25,888532463834	8,60133898840935	8,4675925631558
ENSG00000057704.12	TMCC3	protein_coding	0,188181119405697	6,95383383893492	8,15916457494197	6,76E-16	8,56E-13	25,4366098220778	7,04390600446881	6,86633120926861
ENSG00000284948.1	AC107959.4	lincRNA	0,198227611461167	6,32718277122529	8,15088362156946	7,22E-16	8,57E-13	25,3729169731753	6,41123969629694	6,24716024803621
ENSG00000174132.8	FAM174A	protein_coding	0,162661436629269	5,0900563723514	8,11117073421439	9,89E-16	1,03E-12	25,0673192522626	5,15099188869252	5,0384260136669
ENSG00000272953.1	AC092171.4	lincRNA	0,188475993710922	2,38665276042436	8,12631450199597	8,78E-16	9,81E-13	25,029559579364	2,48865873515169	2,34235263736878
ENSG00000073756.11	PTGS2	protein_coding	0,210294483219944	5,74672159792143	8,10039409140254	1,08E-15	1,03E-12	24,984972133914	5,83176971618904	5,66743522882769
ENSG00000011198.9	ABHD5	protein_coding	0,204302464868018	8,09260036063775	8,0996199575983	1,08E-15	1,03E-12	24,9766876643923	8,18235847011786	8,00400242270555
ENSG00000197852.10	INKA2	protein_coding	0,191912203500286	4,09370192750888	8,02538376260395	1,94E-15	1,69E-12	24,4069588091074	4,17742714172376	4,02889904034577
ENSG00000284882.1	AL359762.1	bidirectional_promoter_lncRNA	0,187492599088884	3,52669416281974	8,0245576293215	1,96E-15	1,69E-12	24,3762496919854	3,61494023077302	3,4661829530238
ENSG00000170345.9	FOS	protein_coding	0,232068184559423	5,70535252254589	7,97534196719903	2,87E-15	2,37E-12	24,0334703985619	5,80726656520373	5,60974686833811
ENSG00000163162.8	RNF149	protein_coding	0,153102664862618	9,90146287186176	7,97014803371258	2,99E-15	2,37E-12	23,9840179074074	9,96340868084293	9,83984519426049
ENSG00000236345.1	AL354719.2	antisense	0,213438390890591	2,67336030954044	7,92354599660419	4,29E-15	3,26E-12	23,5752813453718	2,78907255689803	2,60857173782937
ENSG00000272562.1	AL512343.2	antisense	0,121107626378563	3,4375121621525	7,89353032592253	5,41E-15	3,96E-12	23,402989042657	3,48154900926514	3,42168056015954
ENSG00000165071.14	TMEM71	protein_coding	0,143151071230558	7,79634222579044	7,83767015084525	8,32E-15	5,85E-12	23,0031345421989	7,84700860247577	7,74703446069434
ENSG00000257878.1	AC007298.2	antisense	0,234360896965371	4,55468053122438	7,80030813516604	1,11E-14	7,51E-12	22,7262451985134	4,66243614741117	4,46053712959489
ENSG00000281162.2	LINC01127	lincRNA	0,256661002748361	5,13884747779736	7,74366004722724	1,70E-14	1,12E-11	22,3077753982438	5,26080765718404	5,02642631030012
ENSG00000284930.1	AC005280.2	lincRNA	0,193751457079869	4,28048760385284	7,73714255599315	1,79E-14	1,13E-11	22,2611545503241	4,37199090949697	4,20233452837753
ENSG00000177125.5	ZBTB34	protein_coding	0,130677783401493	7,29016117027961	7,72406028783406	1,98E-14	1,21E-11	22,1647390332167	7,33883727300792	7,243312932829
ENSG00000120868.13	APAF1	protein_coding	0,137663895960438	8,48579161828306	7,7013677044168	2,35E-14	1,37E-11	21,9994778064426	8,54582412142947	8,42662730781708
ENSG00000182831.11	C16orf72	protein_coding	0,102825235908435	8,73220256817799	7,69984662658869	2,37E-14	1,37E-11	21,9883267869503	8,77716642287972	8,68796711962545
ENSG00000145491.11	ROPN1L	protein_coding	0,202333762297801	4,16985655896037	7,68433168422725	2,67E-14	1,46E-11	21,874672897641	4,26947628443534	4,08500942659338
ENSG00000106780.8	MEGF9	protein_coding	0,170137459503842	8,75763566671646	7,68013969303378	2,75E-14	1,46E-11	21,8446135407023	8,83499473891895	8,68101456657853
ENSG00000167434.9	CA4	protein_coding	0,258348277417315	3,80188386665157	7,67941605388759	2,77E-14	1,46E-11	21,8359786875209	3,94011997115359	3,68804092506348
ENSG00000170837.2	GPR27	protein_coding	0,21137855760664	4,52409842859171	7,67437321268273	2,88E-14	1,48E-11	21,8028502370402	4,63281077986068	4,42973388799412
ENSG00000084110.10	HAL	protein_coding	0,198364667453112	6,81980283313589	7,65909155368165	3,23E-14	1,61E-11	21,6893022217861	6,91439020742397	6,72775876188963
ENSG00000158201.9	ABHD3	protein_coding	0,12938229890822	7,04658790485021	7,62233543753306	4,25E-14	2,02E-11	21,4231181149544	7,10055316911171	6,99492331283242
ENSG00000231856.2	AL162377.1	antisense	0,129212748219575	2,88143012434877	7,62191310387684	4,26E-14	2,02E-11	21,3796388873991	2,94907497885382	2,85604988039343
ENSG00000167193.7	CRK	protein_coding	0,0933852449544607	6,74065604686149	7,56123578423528	6,70E-14	3,03E-11	20,9816049876865	6,77570348882485	6,70849480369702
ENSG00000156253.6	RWDD2B	protein_coding	-0,117204520176627	1,87400343422006	-7,57274026153091	6,15E-14	2,85E-11	20,9505773644516	1,86981223703509	1,96239807739879
ENSG00000139842.14	CUL4A	protein_coding	-0,0920267530441165	7,0620789176221	-7,5283140023717	8,55E-14	3,78E-11	20,7468325220675	7,01508908433256	7,11134858538212
ENSG00000113719.15	ERGIC1	protein_coding	0,167588763736218	7,85462235543145	7,52143430807345	8,99E-14	3,78E-11	20,698849881904	7,94130984833769	7,76931361574684
ENSG00000276900.1	AC023157.3	antisense	0,184901932486871	4,65207168733698	7,51927764732844	9,14E-14	3,78E-11	20,6847220933295	4,72202995207807	4,594983788065
ENSG00000107951.14	MTPAP	protein_coding	-0,0587191382585743	4,89655797957052	-7,51907903703354	9,15E-14	3,78E-11	20,6808097671711	4,86871305945635	4,93462045611776
ENSG00000165879.8	FRAT1	protein_coding	0,157694494759232	6,84819561489808	7,50942511152545	9,83E-14	3,91E-11	20,609685588482	6,91237413637394	6,78680099884741
ENSG00000132155.11	RAF1	protein_coding	0,137097932128148	8,3927098392459	7,5059627947858	1,01E-13	3,91E-11	20,5900135484757	8,45342146020748	8,33292963446627
ENSG00000135378.3	PRRG4	protein_coding	0,224377865526809	5,6011510742442	7,50638191314455	1,01E-13	3,91E-11	20,5878424490247	5,70267385872401	5,50649344440899
ENSG00000155099.7	PIP4P2	protein_coding	0,171522306453645	6,19123037578358	7,50202009091789	1,04E-13	3,94E-11	20,5573432465515	6,25190170958951	6,13438077390799
ENSG00000008294.20	SPAG9	protein_coding	0,118327558070936	8,61807688110961	7,48008404357189	1,22E-13	4,54E-11	20,4063668768253	8,66446111607123	8,57248137407231
ENSG00000259962.1	AC007342.2	unprocessed_pseudogene	0,222099783342521	3,26669329769961	7,4687918144882	1,33E-13	4,75E-11	20,31994202906	3,38025371924925	3,18442802939481
ENSG00000132825.6	PPP1R3D	protein_coding	0,116078813354498	5,71785353102173	7,46210244960341	1,39E-13	4,90E-11	20,2723930166999	5,76675688713721	5,67487359867791
ENSG00000277763.1	AL138995.1	lincRNA	0,20870334331154	1,72325725820942	7,47522248020327	1,26E-13	4,62E-11	20,1931520223529	1,8655391574384	1,6783542307533
ENSG00000181274.6	FRAT2	protein_coding	0,166324853005985	8,57011265439596	7,43150565045968	1,74E-13	6,01E-11	20,061482739661	8,63053125808206	8,51054546736335
ENSG00000143384.12	MCL1	protein_coding	0,121092071259358	11,2679222660706	7,4253968176767	1,82E-13	6,18E-11	20,0123297932019	11,3126960336125	11,2232736074082
ENSG00000108582.11	CPD	protein_coding	0,159096180483023	8,43098806232907	7,42016735349849	1,89E-13	6,30E-11	19,9821786610342	8,50284939553023	8,36003709902707
ENSG00000125735.10	TNFSF14	protein_coding	0,142360633389189	6,5942716272021	7,40876985801059	2,06E-13	6,67E-11	19,8944888486813	6,65611724630679	6,53570590605847
ENSG00000006652.13	IFRD1	protein_coding	0,170956727564373	7,88438406586577	7,40761749251128	2,07E-13	6,67E-11	19,8922365680899	7,94978664865149	7,82024047731291
ENSG00000155744.9	FAM126B	protein_coding	0,174458947352646	8,45014540183647	7,3752568340847	2,62E-13	8,31E-11	19,6665214492465	8,52057889572464	8,38062888372051
ENSG00000076662.9	ICAM3	protein_coding	0,146748069489837	8,50098942326628	7,3421648086103	3,33E-13	1,03E-10	19,4345967613816	8,56553140450949	8,43732212862919
ENSG00000120129.5	DUSP1	protein_coding	0,186643108629812	8,79980339707039	7,34053482138947	3,37E-13	1,03E-10	19,4236067949625	8,86912655684049	8,73121176737885
ENSG00000270640.1	AC104695.3	sense_intronic	0,166171638279065	2,62597346370052	7,33706149638095	3,46E-13	1,04E-10	19,3697152340834	2,72361657992264	2,57658232926341
ENSG00000173281.4	PPP1R3B	protein_coding	0,174030967552934	7,6066466573122	7,33080889232012	3,62E-13	1,07E-10	19,3521786744839	7,68201737332555	7,53291177539421
ENSG00000113269.13	RNF130	protein_coding	0,119010040134	8,11685733744034	7,32274597035195	3,84E-13	1,12E-10	19,297758671204	8,1649651960171	8,06987115526069
ENSG00000170892.10	TSEN34	protein_coding	0,142779473079754	6,57214336151818	7,31996736853064	3,91E-13	1,12E-10	19,2720414537445	6,63135945871917	6,51625535642619
ENSG00000102010.14	BMX	protein_coding	0,289312199857764	3,22443580004468	7,3184597364302	3,96E-13	1,12E-10	19,2656446384797	3,37978324197301	3,10645386248298
ENSG00000144468.16	RHBDD1	protein_coding	-0,0991167094776601	6,07848385363533	-7,28031435468215	5,21E-13	1,45E-10	18,9968200981317	6,01510989027349	6,14639610512238
ENSG00000143226.13	FCGR2A	protein_coding	0,17650012472129	9,71578293981932	7,27776314747772	5,30E-13	1,46E-10	18,9893674065254	9,78401932264192	9,64792542185493
ENSG00000173171.14	MTX1	protein_coding	0,156919597027576	5,62159814907727	7,26436189565464	5,84E-13	1,58E-10	18,8852177267809	5,6920591327631	5,55750572155824
ENSG00000059728.10	MXD1	protein_coding	0,177823633140581	10,0750390365414	7,23078771691465	7,42E-13	1,98E-10	18,6657671083309	10,1512246481201	9,99913853120727
ENSG00000140044.12	JDP2	protein_coding	0,141722515840103	5,48913838878393	7,22588190442849	7,68E-13	2,01E-10	18,6193619463266	5,56308188503439	5,42225484922673
ENSG00000006327.13	TNFRSF12A	protein_coding	0,157196076300753	3,35628577029892	7,22307138716206	7,84E-13	2,01E-10	18,6075235073895	3,44411743439355	3,29962955542241
ENSG00000278600.1	AC015871.3	sense_intronic	0,151999322826146	6,17520126307599	7,22308949677	7,84E-13	2,01E-10	18,5993360063374	6,24640542060852	6,108377258291
ENSG00000175538.10	KCNE3	protein_coding	0,139525347595616	7,80285157304255	7,21394472571261	8,36E-13	2,12E-10	18,5436058892696	7,86222762646856	7,74488996225954
ENSG00000109381.19	ELF2	protein_coding	0,109937124049871	7,79933298035239	7,20693684230299	8,79E-13	2,20E-10	18,4960753161518	7,84301905091454	7,75704126860925
ENSG00000115828.16	QPCT	protein_coding	0,211082299519809	6,61364746504087	7,19782231889149	9,38E-13	2,31E-10	18,4273854390063	6,70692817801601	6,52365208543748
ENSG00000179456.10	ZBTB18	protein_coding	0,0982051769000209	6,75412373727627	7,1922024205532	9,76E-13	2,38E-10	18,3892198541946	6,79116536810205	6,71991382512626
ENSG00000158615.8	PPP1R15B	protein_coding	0,0772493379710521	7,76779827782969	7,18356765959586	1,04E-12	2,50E-10	18,3354588850078	7,79028233794532	7,74670049692745
ENSG00000154845.15	PPP4R1	protein_coding	0,145611856599313	8,2463172845819	7,18113157918229	1,06E-12	2,51E-10	18,321481923087	8,30746984124136	8,18619638845254
ENSG00000242999.3	RN7SL239P	misc_RNA	0,113227751637712	2,84154639244333	7,16765699125232	1,16E-12	2,72E-10	18,2223581666656	2,9004266262668	2,82255516798531
ENSG00000152213.3	ARL11	protein_coding	0,130914057834301	6,33747993277907	7,1422592476886	1,39E-12	3,18E-10	18,0459233274748	6,38595817952157	6,29286843688471
ENSG00000267519.6	AC020916.1	antisense	0,180838809836381	7,6741723827477	7,13627995695498	1,45E-12	3,28E-10	18,0105463724193	7,75535773536004	7,59458085274166
ENSG00000189134.3	NKAPL	protein_coding	0,221008040247927	1,03127811646587	7,16609027598723	1,17E-12	2,72E-10	17,9983114957579	1,19610174079338	1,02380099898977
ENSG00000249662.6	LINC02218	protein_coding	0,211489667667636	3,72623649573959	7,13104603121366	1,50E-12	3,36E-10	17,9852405567212	3,82730870831085	3,65023648490821
ENSG00000164938.13	TP53INP1	protein_coding	0,13087948473038	7,99816247416042	7,12793312323172	1,54E-12	3,40E-10	17,9574666277236	8,0471615749519	7,95033536739226
ENSG00000163393.12	SLC22A15	protein_coding	0,158837299800824	6,66729813051004	7,12525518213922	1,57E-12	3,40E-10	17,9320727923995	6,74590180865461	6,59178751883548
ENSG00000274929.1	AL157813.1	sense_intronic	0,111195436175416	2,73004862488828	7,12442534643756	1,58E-12	3,40E-10	17,9245670134953	2,79720781734673	2,706381713569
ENSG00000180549.7	FUT7	protein_coding	0,162848822311873	5,65078968162969	7,12193404156788	1,60E-12	3,42E-10	17,9086097543065	5,718385754216	5,58960162607014
ENSG00000135766.8	EGLN1	protein_coding	0,140030928463053	7,9746029840088	7,11212859674814	1,72E-12	3,63E-10	17,8497659688942	8,03128915357713	7,91917341120491
ENSG00000232533.1	AC093673.1	antisense	0,113549428587712	3,10175679970803	7,09481720396736	1,94E-12	4,05E-10	17,7347921081963	3,16988904269452	3,0700827548866
ENSG00000138764.14	CCNG2	protein_coding	0,108954064845434	6,68804414951437	7,06882963532685	2,33E-12	4,78E-10	17,550272111743	6,73107781469206	6,64804438589206
ENSG00000117151.12	CTBS	protein_coding	0,152017288494892	7,32167458945125	7,06814931391478	2,34E-12	4,78E-10	17,5492846756724	7,37123586852	7,27405070879362
ENSG00000151893.14	CACUL1	protein_coding	0,101011506057824	8,04337172923272	7,06614300431735	2,37E-12	4,79E-10	17,5396456350462	8,08742107381252	8,00049399644543
ENSG00000148572.15	NRBF2	protein_coding	0,151479442176711	5,765814714221	7,06456914906409	2,40E-12	4,79E-10	17,5196210983171	5,83060256547706	5,70630205878283
ENSG00000062282.14	DGAT2	protein_coding	0,184766471049004	7,27036463047906	7,06067991716186	2,46E-12	4,87E-10	17,4968934011656	7,36570916911055	7,17713605518807
ENSG00000136630.12	HLX	protein_coding	0,178230504524256	4,51878517929287	7,05124998108819	2,63E-12	5,10E-10	17,4399783461708	4,62247405186215	4,42931038792277
ENSG00000261716.2	HIST2H2BC	transcribed_unprocessed_pseudogene	0,123038740527341	6,03749709782761	7,04199400154955	2,81E-12	5,38E-10	17,3672787272563	6,08593264796635	5,99377598458393
ENSG00000139946.9	PELI2	protein_coding	0,120623358606373	7,36741095306662	7,03838495177188	2,88E-12	5,47E-10	17,3485614212728	7,41885869915605	7,31785021312002
ENSG00000233431.1	LINC02596	antisense	0,228925281777959	1,14816942112714	7,05156427200001	2,62E-12	5,10E-10	17,2786134977931	1,33486989473717	1,11172774720942
ENSG00000086730.16	LAT2	protein_coding	0,132305775286416	7,25964487545377	6,99842228060264	3,80E-12	7,14E-10	17,0789072315061	7,32523219448218	7,19610819110282
ENSG00000065559.14	MAP2K4	protein_coding	0,119660561334748	6,83759145053973	6,99164284761005	3,98E-12	7,41E-10	17,0333136089027	6,87993365254782	6,79795240427061
ENSG00000125827.8	TMX4	protein_coding	0,113200547136592	8,07859086327851	6,98859803415157	4,06E-12	7,42E-10	17,0194773681533	8,12395074482796	8,03436756909578
ENSG00000254477.2	AP000640.1	processed_transcript	0,157704495597843	2,46668091358407	6,98931846833003	4,04E-12	7,42E-10	17,0037523069087	2,5697593703111	2,42153022860749
